K,A0_fd_MHz_mm,A0_vg_m_s,A1_fd_MHz_mm,A1_vg_m_s,A2_fd_MHz_mm,A2_vg_m_s,S0_fd_MHz_mm,S0_vg_m_s,S1_fd_MHz_mm,S1_vg_m_s,S2_fd_MHz_mm,S2_vg_m_s
2.345019305019305,2.0052170934518263,3136.9622251982655,5.361181867950564,2667.2198552745976,7.490515320536899,2166.1078460147837,2.6749501491324166,1889.6693431179447,4.395157934109916,4424.756296752021,5.532793636160647,3932.0540637099766
2.3757528957528957,2.0358955358723283,3134.942520058976,5.387536828314628,2720.101152522373,7.511690876881724,2163.0900897610118,2.693509840618181,1904.9169809626183,4.438311525538173,4396.312830582145,5.5713457925784695,3949.7521056024707
2.4064864864864868,2.0665541609896754,3132.9122932113823,5.414402310441774,2771.54106486385,7.532837500952388,2160.2262171760667,2.712221014791894,1920.5946561483142,4.481174483147586,4365.402096076956,5.610072951525747,3967.8281614623265
2.4372200772200774,2.0971928807803457,3130.8744573653385,5.441763724148202,2821.443134925561,7.553957023878724,2157.5819638701505,2.731087449580142,1936.6192420866864,4.523723287152197,4332.150201593438,5.648978777030643,3986.271738316864
2.467953667953668,2.1278116343931535,3128.8316656490642,5.469605570793059,2869.718343909597,7.575051911516401,2155.221168176504,2.750112154577364,1952.9163477297407,4.565935651111279,4296.683749701595,5.688066795838005,4005.065044852963
2.4986872586872586,2.1584103857146526,3126.786332271411,5.497911518485329,2916.285546705709,7.5961252440312785,2153.2054067688296,2.769297452203799,1969.419478136464,4.607790532295584,4259.1308721148525,5.7273403238780825,4024.1826002649614
2.5294208494208497,2.18898912112913,3124.7406511449517,5.526664480930453,2961.071782147337,7.617180692064301,2151.5936626556795,2.7886450510397016,1986.0692712664604,4.649268151239714,4219.62206790116,5.766802389348169,4043.5909418054507
2.5601544401544403,2.2195478474483803,3122.6966138015123,5.555846698707573,3004.0124586325837,7.638222489819961,2150.442030027043,2.808156112050688,2002.8128070527455,4.690350018508487,4178.290835514956,5.8064556534594,4063.248447767808
2.590888030888031,2.2500865900222284,3120.656025463337,5.585439821747936,3045.0514201309416,7.6592554054563395,2149.8034584361594,2.827831308403537,2019.6029806630395,4.731018966615407,4135.274092854379,5.846302330054931,4083.105290280131
2.621621621621622,2.280605390982748,3118.6205194254435,5.61542499190361,3084.140901769104,7.6802847091683155,2149.727537642233,2.8476708794290198,2036.3979342611565,4.771259185007704,4090.712382317026,5.886344105433107,4103.103529342858
2.6523552123552125,2.311104307636178,3116.5915710535337,5.645782924556883,3121.2413853803882,7.701316139367933,2150.260324090952,2.867674679319749,2053.1605461113504,4.811056255996834,4044.749862739496,5.926582059805561,4123.177355638065
2.683088803088803,2.341583410981024,3114.570510363963,5.676493988362725,3156.3213673029095,7.722355867372594,2151.444208167901,2.887842221097035,2069.8579674886423,4.85039718958582,3997.5340944163618,5.9670165918710865,4143.253485214256
2.7138223938223938,2.3720427843461094,3112.5585337153607,5.707538282315012,3189.3570516742184,7.743410460988165,2153.3178201970877,2.9081727162481,2086.4612035486207,4.889270455193524,3949.215628162812,6.007647347995992,4163.251704141498
2.744555984555985,2.4024825221374275,3110.5567142890795,5.738895709488118,3220.331984794233,7.764486847357963,2155.915973475843,2.928665110492391,2102.9447360923514,4.927666008441739,3899.9474158872035,6.048473157444476,4183.085556138598
2.7752895752895754,2.432902728681252,3108.5660123066773,5.770546046949212,3249.236642541713,7.7855922754312985,2159.2696408615448,2.949318116037961,2119.286182241485,4.965575311346942,3849.884062927362,6.0894919750128365,4202.663161222648
2.806023166023166,2.4633035171708966,3106.5872841357195,5.8024690114274105,3276.0679863465484,7.806734278354389,2163.4059608515818,2.970130240669556,2135.4659862241533,5.002991344478913,3799.1809491422027,6.130700832277218,4221.888148843427
2.836756756756757,2.4936850086879914,3104.621290382638,5.834644320538402,3300.8289998669643,7.827920636057843,2168.3482701188186,2.9910998139745932,2151.4671409191214,5.039908609956087,3747.9932474698,6.1720957984851665,4240.660685123934
2.8674903474903477,2.524047331307579,3102.6687040282413,5.867051749388399,3323.5282173714368,7.849159338284149,2174.116157410259,3.0122250109830917,2167.274936228525,5.07632312440167,3696.474872205348,6.213671951901974,4258.878570912173
2.8982239382239383,2.554390619278571,3100.730117469313,5.899671182571273,3344.1792556312867,7.8704585482297365,2180.725535141537,3.033503873470407,2182.8767316314334,5.1122324013614096,3644.7773903319903,6.255423362186279,4276.438384340552
2.928957528957529,2.584715012266616,3098.80604927853,5.932482661613696,3362.8003566771513,7.891826566973233,2188.1887246698025,3.054934329147036,2198.2617505341477,5.147635422959224,3593.048928804579,6.297343084091284,4293.236643814016
2.95969111969112,2.615020654666818,3096.896950278402,5.965466428026023,102338.74121558794,7.913271798785958,61375.02933728049,3.0765142089376893,2213.420894270879,5.182532600935321,3541.4331109871855,6.3394231625949455,4309.170963800338
2.9904247104247106,2.645307694965441,3095.003209087823,7.934802717408777,101758.19966370147,9.092666549049634,61852.944317327,3.0982412625319022,2228.3465738236846,5.216925727492563,3490.0680500030285,6.381654649214904,4324.141180563718
3.021158301158301,2.675576285161155,3093.125157570903,7.95642783333592,2215.772536936216,9.123462479709612,3163.6139873124775,3.1201131723706093,2243.0325575283496,5.2508179166388755,3439.085426199832,6.42402762916438,4338.050426937931
3.0518918918918923,2.705826580233352,3091.263075297902,7.978155662120508,2226.7057827226236,9.154564591377959,3194.4939371088985,3.1421275662170247,2257.4738332065754,5.284213536983656,3388.6096694478183,6.46653125869567,4350.806135826686
3.082625482625483,2.736058737650664,3089.417194669455,7.999994693687542,2238.5040420503938,9.185964707139929,3224.5380497543956,3.1642820284457485,2271.6664833236428,5.317118137081329,3338.7572630102513,6.509153811890137,4362.32095964055
3.1133590733590735,2.766272916939541,3087.5877045340603,8.021953362630951,2251.160188371374,9.217654650245267,3253.7470024861977,3.186574110171034,2285.6075719141227,5.349538364607574,3289.6361801758176,6.551882735991086,4372.513595723838
3.144092664092664,2.7964692792635533,3085.7747538317344,8.044040019440454,2264.6641996202525,9.249626257029787,3282.122702288092,3.209001338323519,2299.2950421434944,5.381481880680239,3241.3454590523615,6.594704714343695,4381.309508022154
3.174826254826255,2.8266479870632537,3083.9784556961094,8.066262902622148,2279.0032443832606,9.281871388054537,3309.6681063459255,3.231561223774235,2312.727623405517,5.412957270716149,3193.9749181561056,6.637605735847787,4388.64154317393
3.2055598455598457,2.8568092037157395,3082.1988902284356,8.088630111611293,2294.1617625920335,9.314381937514474,3336.3870494834846,3.25425126859363,2325.9047476316337,5.443973953187346,3147.605007363134,6.680571169951949,4394.450441939582
3.2362934362934364,2.8869530932287946,3080.436107756832,8.111149580471734,2310.121540885477,9.34714984100133,3362.2840804965235,3.2770689725381263,2338.8264722977183,5.47454208756168,3102.3067884519696,6.723585846112745,4398.68524520559
3.2670270270270274,2.9170798199642176,3078.690131513169,8.133829052283184,2326.8617807881674,9.380167081710029,3387.3643079422764,3.300011838802725,2351.493411747535,5.504672482678352,3058.1420347769163,6.766634136732548,4401.303600007028
3.297760617760618,2.947189548384336,3076.9609601451666,8.156676054174593,2344.3591627075803,9.413425695184344,3411.63325599744,3.3230773791638573,2363.9066750112397,5.534376506638659,3015.163437127834,6.809700042606252,4402.271969301684
3.3284942084942086,2.9772824428244915,3075.248570184951,8.179697872963594,2362.5879066555062,9.446917772703097,3435.096730538062,3.346263118515378,2376.0678083206003,5.563665999209328,2973.4149021673365,6.852767279963499,4401.565750708629
3.3592277992277992,3.007358667287849,3073.5529181559396,8.202901531377893,2381.5198297919706,9.480635463405577,3457.760695574165,3.3695665988866885,2387.9787439066276,5.592553187552365,2932.931928267819,6.895819368238551,4399.169310860976
3.3899613899613903,3.0374183852591043,3071.8739426034444,8.226293764820625,2401.1244046495412,9.514570975260114,3479.631160921592,3.392985382976927,2399.6417535036453,5.621050605981862,2893.742044333834,6.938839717784667,4395.07593670924
